Scrape Date,Job Title,Location,Category,Requisition,Posting Date,Description,Job Link,Scrape Time
2025-03-13,Patient Records Abstractor 4 Per Diem,Davis Health System,Category: Support Services,Requisition: 76765,Posting Date: 3/7/2025,"CA-SSUnder the general direction of the Supervisor, incumbent performs abstracting of medical services provided by UCDHS and affiliates. Incumbent identifies all billable services (IP Professional, Outpatient professional and facility, Hospital Service Departments, Freestanding, and Ancillary Services), CPT-4, ICD-10, and HCPCS codes for billing ...",https://careerspub.universityofcalifornia.edu/psc/ucdmed/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76765&PostingSeq=1&SiteId=5&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,Patient Services Representative 3 (48X),Davis Health System,Category: Support Services,Requisition: 76721,Posting Date: 3/7/2025,"CA-CC LI-CC1 48xadminsupportThe incumbent is responsible for sustaining an environment of intrinsic good will for the practice while providing optimum services to patients. This position performs a variety of duties, providing front office support for the department/clinical team for which it is assigned.Percentages of time allocated to functions ...",https://careerspub.universityofcalifornia.edu/psc/ucdmed/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76721&PostingSeq=1&SiteId=5&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,Patient Services Representative II,Davis Health System,Category: Support Services,Requisition: 76592,Posting Date: 3/7/2025,"CA-DKThis incumbent is responsible for sustaining an environment of intrinsic good will for the practice while providing optimum services to patients and visitors. This position will float to all Hospital Operations business units to perform a variety of duties, providing front desk office support, patient registration, patient discharge support ...",https://careerspub.universityofcalifornia.edu/psc/ucdmed/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76592&PostingSeq=1&SiteId=5&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,Payroll Manager,Santa Barbara,Category: Finance,Requisition: 76860,Posting Date: 3/7/2025,Position Number: 40035936Payroll Title: PAYROLL MGR 2Job Code:0606Job Open Date:3/7/25Application Review Begins:3/24/25Department Code (Name): CTLR (CONTROLLER)/Business Financial ServicesPercentage of Time:100Union Code (Name):99Employee Class (Appointment Type):Staff: CareerFLSA Status:ExemptClassified Indicator Description (Personnel Program) ...,https://careerspub.universityofcalifornia.edu/psc/ucsb/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76860&PostingSeq=1&SiteId=31&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,Per Diem Nurse - Psych-Adult Services - Day Shift,Irvine Healthcare,Category: Nursing,Requisition: 2025-98137,Posting Date: 3/7/2025,"Position Summary: The clinical nurse will collaborate with interdisciplinary teams to develop and implement a plan of care for a specific group of assigned patients. Performs professional nursing duties that incorporate the psychomotor and age appropriate cognitive skills of the patient/family/significant other to assess, plan, intervene and ...",https://careers-uci.icims.com/jobs/98137/job,13:40:56
2025-03-13,Phlebotomy Supervisor,San Francisco Medical Center,Category: Clinical Laboratory Services,Requisition: 84284BR,Posting Date: 3/7/2025,"The Phlebotomy Supervisor supervises staff performing laboratory support services, for 1-2 labs. Staff performs work such as phlebotomy, specimen collection, labeling, glass washing, processing and delivery. Responsible for meeting quality assurance standards as defined in the laboratory operating procedures; Supervise the duties of Hospital Lab ...",https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=6495&siteid=5861&jobid=3643197,13:40:56
2025-03-13,Physician Assistant (Redwood City),San Francisco Medical Center,Category: Physician,Requisition: 84283BR,Posting Date: 3/7/2025,"Full-time Inpatient General Orthopaedic Physician Assistant position. This role will be split between our Parnassus and Mount Zion campuses, with scheduled shifts from Monday to Friday during the day. At Parnassus, the focus will be on Orthopaedic Spine, while at Mount Zion, services will include Hand and Upper Extremity, Foot and Ankle, Sports ...",https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=6495&siteid=5861&jobid=3643195,13:40:56
2025-03-13,Physician Assistant Hematology BMT Cellular Therapy,San Francisco Medical Center,Category: Physician,Requisition: 82717BR,Posting Date: 3/7/2025,"Join a highly skilled, dynamic group of APPs in the outpatient clinic in our Hematology, Blood & Marrow Transplant and Cellular Therapies department at the Parnassus campus of UCSF Health. Our acclaimed program draws patients from around the world seeking effective and innovative therapies to treat their underlying blood disorders or blood ...",https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=6495&siteid=5861&jobid=3624960,13:40:56
2025-03-13,"Prin / Sr. Pediatric Cardiac Sonographer, Per Diem",San Francisco Medical Center,Category: Clinical Health Services,Requisition: 81585BR,Posting Date: 3/7/2025,"Under the direct supervision of the Department Manager and general supervision of the Supervisor Cardiac sonography, the position performs complex pediatric echocardiograms on both inpatient and outpatients. Proficient in providing all clinical modalities offered in the Pediatric Echocardiography Laboratory including data interpretation for ...",https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=6495&siteid=5861&jobid=3613408,13:40:56
2025-03-13,Principal Mechanical Designer,Lawrence Berkeley National Lab,,Requisition: 103786,Posting Date: 3/7/2025,"Berkeley Lab is hiring a Principal Mechanical Designer to support LBNL’s scientific mission in projects like ALS, BELLA, ALS-Upgrade, and DUNE. You will lead a team of Mechanical Design Associates to develop 3D CAD models and detailed drawings from conceptual designs for manufacturing and integration. Utilizing CAD software, product lifecycle ...",https://lbl.taleo.net/careersection/2/jobdetail.ftl?job=103786,13:40:56
2025-03-13,Procurement Analyst 3,Davis Health System,Category: Finance,Requisition: 76801,Posting Date: 3/7/2025,"CA-DS 48XClinsupportThe incumbent is responsible for the procurement of pharmaceuticals, supplies, and services required by the Department of Pharmacy and UC Davis Health. Duties include, but are not limited to, purchasing pharmaceuticals negotiating pharmaceutical contracts and obtaining quotes for capital purchases, equipment and supplies. Major ...",https://careerspub.universityofcalifornia.edu/psc/ucdmed/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76801&PostingSeq=1&SiteId=5&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,Registered Nurse,San Francisco Medical Center,Category: Nursing,Requisition: 84276BR,Posting Date: 3/7/2025,"This Nursing position will require direct nursing care of our Adult Emergency Department (ED) patients presenting with a full spectrum of psychiatric diagnoses, substance abuse issues, along with both chronic and acute undifferentiated medical issues. Currently, psychiatric patients in the ED experience long lengths of stay creating patient ...",https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=6495&siteid=5861&jobid=3643101,13:40:56
2025-03-13,Registered Nurse,San Francisco Medical Center,Category: Nursing,Requisition: 84289BR,Posting Date: 3/7/2025,"Utilizes the nursing process for assessment, planning, implementation, and evaluation to provide safe, therapeutic care. Functions as a member of the interdisciplinary and nursing teams; carries out established nursing procedures and preforms related duties as required; performs nursing care for the patient with more complex needs with assistance ...",https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=6495&siteid=5861&jobid=3643232,13:40:56
2025-03-13,Registered Nurse,San Francisco Medical Center,Category: Nursing,Requisition: 84290BR,Posting Date: 3/7/2025,"Utilizes the nursing process for assessment, planning, implementation, and evaluation to provide safe, therapeutic care. Functions as a member of the interdisciplinary and nursing teams; carries out established nursing procedures and performs related duties as required; performs nursing care for patients with more complex needs with assistance and ...",https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=6495&siteid=5861&jobid=3643241,13:40:56
2025-03-13,Registered Nurse,San Francisco Medical Center,Category: Nursing,Requisition: 84291BR,Posting Date: 3/7/2025,"Utilizes the nursing process for assessment, planning, implementation, and evaluation to provide safe, therapeutic care. Functions as a member of the interdisciplinary and nursing teams; carries out established nursing procedures and performs related duties as required; performs nursing care for patients with more complex needs with assistance and ...",https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=6495&siteid=5861&jobid=3643242,13:40:56
2025-03-13,Registered Nurse - Urology (Redwood City),San Francisco Medical Center,Category: Nursing,Requisition: 83558BR,Posting Date: 3/7/2025,"Utilizes the nursing process for assessment, planning, implementation, and evaluation to provide safe, therapeutic careFunctions as a member of the interdisciplinary and nursing teams; carries out established nursing procedures and performs related duties as requiredPerforms nursing care for patients with more complex needs with assistance and ...",https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=6495&siteid=5861&jobid=3635667,13:40:56
2025-03-13,Rehabilitation Care Partner- Per Diem - Trauma PCU,San Diego Health System,Category: Support Services,Requisition: 134821,Posting Date: 3/7/2025,See UCSD Job Bulletin for description,http://jobs.ucsd.edu/bulletin/job.aspx?jobnum_in=134821,13:40:56
2025-03-13,Research Data Analyst,San Francisco,Category: Clinical Research,Requisition: 83410BR,Posting Date: 3/7/2025,UCSF's Division of General Internal Medicine (DGIM) at Zuckerberg San Francisco General Hospital (ZSFG) is seeking a detail-oriented and excellent communicator to support the growing IgNITE (Investigating Novel Interventions using Technology to advance Equity) Lab as a Research Data Analyst. The position is based primarily in DGIM's offices at ...,https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=6495&siteid=5861&jobid=3634235,13:40:56
2025-03-13,Reserve Steward - Facilities Management,Santa Cruz,,Requisition: 76864,Posting Date: 3/7/2025,"HOW TO APPLYFor full consideration, applicants should attach their resume and cover letter when applying for a job opening. For guidance related to the application process or if you are experiencing difficulties when applying, please review the Applicant Resources on our website.How to ApplyTroubleshootingTips for ApplicantsFAQsINITIAL REVIEW DATE ...",https://careerspub.universityofcalifornia.edu/psc/ucsc/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76864&PostingSeq=1&SiteId=11&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,Scheduling Coordinator,Los Angeles,Category: General Administration,Requisition: 2025-7137,Posting Date: 3/7/2025,"Reporting to the Systems & Scheduling Coordinator, the Events Office Scheduling Coordinator manages the classroom scheduling services for 1,000+ Registered Campus Organizations (RCOs) and campus departments and academic units. The incumbent is responsible for overseeing the scheduling of 195 general assignment classrooms for extracurricular ...",https://jobs.ucla.edu/jobs/7137,13:40:56
2025-03-13,Senior Director of Football Recruiting Operations,Los Angeles,Category: Sports and Recreation,Requisition: 2025-7110,Posting Date: 3/7/2025,Under general supervision of the General Manager position will coordinate and implement the day-to-day activities associated with the University’s on campus official and unofficial recruiting visits for football. This includes advising the Director of Recruiting Operations and Assistant General Manager on all administrative areas involving ...,https://jobs.ucla.edu/jobs/7110,13:40:56
2025-03-13,Senior Financial Analyst (Hybrid Work Schedule),Lawrence Berkeley National Lab,Category: Finance,Requisition: 103829,Posting Date: 3/7/2025,"Lawrence Berkeley National Lab’s (LBNL) Office of Chief Financial Officer (OCFO) Division has an opening for a Senior Financial Analyst to join the team! Matrixed from the OCFO Field Finance or Budget Office Departments to an assigned area/division, operating within the Lab’s financial policies and procedures and working under consultative ...",https://lbl.taleo.net/careersection/2/jobdetail.ftl?job=103829,13:40:56
2025-03-13,Senior Mechanical Designer,Lawrence Berkeley National Lab,,Requisition: 103785,Posting Date: 3/7/2025,"Berkeley Lab's Engineering Division is hiring a Senior Mechanical Designer to support research and development in projects like the Advanced Light Source (ALS), BELLA center, ALS-Upgrade, and DUNE. The role involves independently creating 3D CAD models and detailed drawings for manufacturing and integration of parts or assemblies, using CAD ...",https://lbl.taleo.net/careersection/2/jobdetail.ftl?job=103785,13:40:56
2025-03-13,Sr. Audiologist (Pediatrics),San Francisco Medical Center,Category: Rehabilitation,Requisition: 84230BR,Posting Date: 3/7/2025,"Under the direction of the Director of Audiology, the Senior Audiologist is responsible for providing a full array of clinical audiology services, and for representing the audiology division in a professional and competent fashion. The Senior Audiologist assists the Audiology Director in the development and implementation of new programs ...",https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=6495&siteid=5861&jobid=3642554,13:40:56
2025-03-13,Sr. Auto Equipment Operator,Santa Barbara,Category: General Services,Requisition: 76837,Posting Date: 3/7/2025,Position Number: 41156661Payroll Title: AUTO EQUIP OPR SRJob Code:8486Job Open Date: 3/7/2025Application Review Begins: 3/24/2025Department Code (Name): LODG (Residential Operations)Percentage of Time:100Union Code (Name):SX-Service UnitEmployee Class (Appointment Type):Staff: CareerFLSA Status:Non-exemptSalary Grade:N/APay Rate/Range: The ...,https://careerspub.universityofcalifornia.edu/psc/ucsb/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76837&PostingSeq=1&SiteId=31&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,Sr. Fund Manager,Los Angeles,Category: Finance,Requisition: 2025-7148,Posting Date: 3/7/2025,"Under the direct supervision of the Controller, the Senior Fund Manager directs a team of up to four Accountants in the Business and Finance Office. This includes monthly ledger review, monitoring of quarterly income and expense reports sent to financially complex departments, and implementation of financial protocol schedule in anticipation of ...",https://jobs.ucla.edu/jobs/7148,13:40:56
2025-03-13,Sr. Ultrasound Sonographer,San Francisco Medical Center,Category: Clinical Health Services,Requisition: 77261BR,Posting Date: 3/7/2025,"The Bayfront Medical Building complex is located south of the new UCSF Wayne and Gladys Valley Center for Vision (WGVCV) and runs along Illinois, Mariposa and Third streets. The Bayfront Medical Building is critical to support UCSF Health operations and to serve a growing patient demand, including an increasing demand for outpatient surgery. ...",https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=6495&siteid=5861&jobid=3524759,13:40:56
2025-03-13,Sr Clinical Research Coordinator,Davis,Category: Clinical Laboratory Services,Requisition: 76862,Posting Date: 3/7/2025,"Under the supervision of the Clinical Research Supervisor (CRS) within the Clinical Unit, the Senior Clinical Research Coordinator (SCRC) supports the clinical research efforts of the Cancer Center by providing comprehensive coordination and data management for high complexity cancer protocols according to Good Clinical Practices (GCP), internal ...",https://careerspub.universityofcalifornia.edu/psc/ucdavis/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76862&PostingSeq=1&SiteId=7&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,Sr Facilities Engineering Associate/Deputy Facility Manager,Lawrence Berkeley National Lab,Category: Clinical Laboratory Services,Requisition: 103811,Posting Date: 3/7/2025,"Lawrence Berkeley National Lab’s (LBNL) NERSC Division has an opening for a Sr Facilities Engineering Associate/Deputy Facility Manager to join the team.In this exciting role, you will provide hands-on support to the NERSC Division for activities encompassing planning, support, operations, site preparation, and maintenance of the NERSC computer ...",https://lbl.taleo.net/careersection/2/jobdetail.ftl?job=103811,13:40:56
2025-03-13,Staff / Sr / Prin Cardiac Sonographer,San Francisco Medical Center,Category: Clinical Health Services,Requisition: 82320BR,Posting Date: 3/7/2025,"Under the general supervision of the Medical Director of the Echocardiography Lab and Director of Echocardiography with direct supervision by the Adult Echo Lab Supervisor, performs and records routine echocardiographic ultrasound studies in accordance with departmental guidelines and protocols. Operates various types of ultrasound equipment ...",https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=6495&siteid=5861&jobid=3621574,13:40:56
2025-03-13,Staff Research Associate II,San Francisco,Category: Clinical Laboratory Services,Requisition: 84281BR,Posting Date: 3/7/2025,"The Staff Research Associate (SRA) II will participate in the investigation of the cardiopulmonary health effects of inhalation of tobacco smoke and other air pollutants. The SRA II will be under direct supervision of Dr. Mehrdad Arjomandi. The SRA II will assist with collection and processing of human biological samples including blood, urine ...",https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=6495&siteid=5861&jobid=3643140,13:40:56
2025-03-13,Surgical Technician Float - Periop Float Pool - FT Days,Irvine Healthcare,Category: Clinical Health Services,Requisition: 2025-96850,Posting Date: 3/7/2025,Position Summary: The Surgical Tech is responsible for assisting with direct patient care activities in the Operating Room. Prepares and stocks the OR before and after surgery. gathers clean and sterile supplies. sets sterile instrument fields. maintains and monitors aseptic techniques. assists with the orientation of new staff. and participates ...,https://careers-uci.icims.com/jobs/96850/job,13:40:56
2025-03-13,Undergraduate Advisor,Santa Barbara,Category: Student Services,Requisition: 76868,Posting Date: 3/7/2025,Position Number: 40136601Payroll Title: Student Services Advisor 3Job Code:004575Job Open Date:3/10/2025Application Review Begins:3/24/2025; open until filledDepartment Code (Name): PHYS (PHYSICS DEPT)Percentage of Time:100Union Code (Name):99 (Non-Represented)Employee Class (Appointment Type):Staff (Career)FLSA Status:ExemptClassified Indicator ...,https://careerspub.universityofcalifornia.edu/psc/ucsb/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76868&PostingSeq=1&SiteId=31&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,Veterinary Internist (VETERINARIAN 4),Davis,Category: Clinical Laboratory Services,Requisition: 76820,Posting Date: 3/7/2025,"Responsible for the development, management and oversight of the Internal Medicine Service. Responsible for the diagnosis and management of small animal patients presented or referred. In addition, to assist in the teaching and professional training and development of veterinary student externs and house officers.PLEASE NOTE: THE UCD SCHOOL OF ...",https://careerspub.universityofcalifornia.edu/psc/ucdavis/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76820&PostingSeq=1&SiteId=7&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,Veterinary Internist (VETERINARIAN 5),Davis,Category: Clinical Laboratory Services,Requisition: 76821,Posting Date: 3/7/2025,"Responsible for the development, management and oversight of the Internal Medicine Service. Responsible for the diagnosis and management of small animal patients presented or referred. In addition, to assist in the teaching and professional training and development of veterinary student externs and house officers.PLEASE NOTE: THE UCD SCHOOL OF ...",https://careerspub.universityofcalifornia.edu/psc/ucdavis/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76821&PostingSeq=1&SiteId=7&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,Veterinary Medical Oncologist (VETERINARIAN 4),Davis,Category: Clinical Laboratory Services,Requisition: 76818,Posting Date: 3/7/2025,"Responsible for the development, management and oversight of the medical oncology service. Responsible for the diagnosis and management of small animal cancer patients presented or referred. Additionally, to assist in the teaching and professional training and development of veterinary student externs and house officers.PLEASE NOTE: THE UCD SCHOOL ...",https://careerspub.universityofcalifornia.edu/psc/ucdavis/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76818&PostingSeq=1&SiteId=7&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,Veterinary Medical Oncologist (VETERINARIAN 5),Davis,Category: Clinical Laboratory Services,Requisition: 76817,Posting Date: 3/7/2025,"Responsible for the development, management and oversight of the medical oncology service. Responsible for the diagnosis and management of small animal cancer patients presented or referred. Additionally, to assist in the teaching and professional training and development of veterinary student externs and house officers.PLEASE NOTE: THE UCD SCHOOL ...",https://careerspub.universityofcalifornia.edu/psc/ucdavis/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76817&PostingSeq=1&SiteId=7&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,X-ray Optics and Machine Learning Postdoctoral Fellow,Lawrence Berkeley National Lab,Category: Clinical Laboratory Services,Requisition: 103801,Posting Date: 3/7/2025,Come join Lawrence Berkeley National Lab’s (LBNL) Advanced Light Source (,https://lbl.taleo.net/careersection/2/jobdetail.ftl?job=103801,13:40:56
2025-03-13,XR Radiological Technologist (Sign-on Bonus eligible),San Francisco Medical Center,Category: Clinical Health Services,Requisition: 83577BR,Posting Date: 3/7/2025,"Under the direction of the Supervisor or Radiology Supervisor, the ARRT certified, California-licensed technologist performs radiologic procedures in assigned areas at a safe and technical level not requiring constant supervision. Tech will perform safe imaging procedures on all emergent, inpatient and outpatient age-specific populations. ...",https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad?PageType=JobDetails&partnerid=6495&siteid=5861&jobid=3635861,13:40:56
2025-03-13,(CRNA) Certified Registered Nurse Anesthetist,San Diego Health System,Category: Nursing,Requisition: 134803,Posting Date: 3/6/2025,"Under general supervision, the Nurse Anesthetist provides experienced anesthetic services and airway management for the UC Medical Center in Hillcrest, the La Jolla Campus hospitals and all other UC San Diego Health locations. The workweek consists of 7 consecutive days, from 12:00 A.M. Sunday to 11:59 P.M. the following Saturday. This position ...",http://jobs.ucsd.edu/bulletin/job.aspx?jobnum_in=134803,13:40:56
2025-03-13,(NP) Nurse Practitioner II,San Diego Health System,Category: Nursing,Requisition: 134786,Posting Date: 3/6/2025,"The Nurse Practitioner (NP) is responsible for providing comprehensive reproductive health care services in both the primary care and urgent care settings, predominantly for adolescent and young adult patients. The NP will perform patient screening, assessment, evaluation, counseling, treatment, procedures, and follow-up care as appropriate ...",http://jobs.ucsd.edu/bulletin/job.aspx?jobnum_in=134786,13:40:56
2025-03-13,(NP) Per Diem Nurse Practitioner - Inpatient BMT,San Diego Health System,Category: Nursing,Requisition: 134783,Posting Date: 3/6/2025,"Under direction of the Bone Marrow Transplant (BMT) attending physician, provides primary medical management for oncology/BMT patients. Leads by example demonstrating professional image and Advance Practice core competencies. Acts as a liaison within the BMT Program to promote consistent medical management of the patients across the health care ...",http://jobs.ucsd.edu/bulletin/job.aspx?jobnum_in=134783,13:40:56
2025-03-13,(PA) Per Diem Physician Assistant - Inpatient BMT,San Diego Health System,Category: Physician,Requisition: 134784,Posting Date: 3/6/2025,"Under the direction of the Bone Marrow Transplant (BMT) attending physician, and in addition to performing operational-level assignments, provides primary medical management for oncology/BMT patients (inpatient). Demonstrates professional image and leadership core competencies. Acts as a liaison within the BMT Program to promote consistent medical ...",http://jobs.ucsd.edu/bulletin/job.aspx?jobnum_in=134784,13:40:56
2025-03-13,"(RN) Manager, Utilization Management",San Diego Health System,Category: Care Coordination,Requisition: 134776,Posting Date: 3/6/2025,See UCSD Job Bulletin for description,http://jobs.ucsd.edu/bulletin/job.aspx?jobnum_in=134776,13:40:56
2025-03-13,(RN) Per Diem Registered Nurse - Jacobs PCU Nights,San Diego Health System,Category: Nursing,Requisition: 134777,Posting Date: 3/6/2025,See UCSD Job Bulletin for description,http://jobs.ucsd.edu/bulletin/job.aspx?jobnum_in=134777,13:40:56
2025-03-13,Accounting Manager - Foundation Financial Services,Los Angeles,Category: Finance,Requisition: 2025-7118,Posting Date: 3/6/2025,"Join us and further your career as the Accounting Manager for UCLA’s Foundation Financial Services team, where your management abilities, investment accounting, financial reporting, risk management and other accounting/audit services experience will be a valuable asset to our team.  In addition to overseeing accounting, financial reporting ...",https://jobs.ucla.edu/jobs/7118,13:40:56
2025-03-13,Administrative Assistant (4722C) #76797,Berkeley,Category: General Administration,Requisition: 76797,Posting Date: 3/6/2025,"At the University of California, Berkeley, we are dedicated to fostering a community where everyone feels welcome and can thrive. Our culture of openness, freedom and belonging make it a special place for students, faculty and staff.As a world-leading institution, Berkeley is known for its academic and research excellence, public mission, diverse ...",https://careerspub.universityofcalifornia.edu/psc/ucb/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76797&PostingSeq=1&SiteId=21&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,Administrative Officer (4263C) #76800,Berkeley,Category: General Administration,Requisition: 76800,Posting Date: 3/6/2025,"At the University of California, Berkeley, we are dedicated to fostering a community where everyone feels welcome and can thrive. Our culture of openness, freedom and belonging make it a special place for students, faculty and staff.As a world-leading institution, Berkeley is known for its academic and research excellence, public mission, diverse ...",https://careerspub.universityofcalifornia.edu/psc/ucb/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76800&PostingSeq=1&SiteId=21&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,ADMINISTRATIVE SPECIALIST,Office of the President,Category: General Administration,Requisition: 76757,Posting Date: 3/6/2025,"For UCOP internal applicants, please login to the internal candidate gateway at:Jobs at UCOPUC OFFICE OF THE PRESIDENTAt the University of California (UC), your contributions make a difference. A world leader producing Nobel and Pulitzer Prize recipients with over 150 years of groundbreaking research transforming the world. Choose a career where ...",https://careerspub.universityofcalifornia.edu/psc/ucop/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76757&PostingSeq=1&SiteId=19&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,Administrative Supervisor 1,Davis,Category: General Administration,Requisition: 76809,Posting Date: 3/6/2025,"The Division of Cardiovascular Medicine is one of 13 divisions in the Department of Internal Medicine. The Division is comprised of 41-clinical/research faculty, 17 non-faculty academics, 7 contract MSP physicians, 20 clinical fellows, 16 volunteers and/or emeritus faculty, 7 administrative office staff, 3 NPs, 3 CRC, and 3 research personnel ...",https://careerspub.universityofcalifornia.edu/psc/ucdavis/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76809&PostingSeq=1&SiteId=7&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,Agricultural Technician,Agriculture and Natural Resources,Category: General Services,Requisition: 76658,Posting Date: 3/6/2025,"Under the supervision of the Director, this position will assist with general agricultural operations in field, row and vegetable crops. Set up drip, furrow, flood and sprinkler irrigation. Operate tractors, implements, trucks, and small handheld tools and equipment. Set-up, calibrate and adjust farm equipment. Conduct pre-use inspections of ...",https://careerspub.universityofcalifornia.edu/psc/ucanr/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=76658&PostingSeq=1&SiteId=17&languageCd=ENG&FOCUS=Applicant,13:40:56
2025-03-13,Art Therapist,Davis Health System,Category: Rehabilitation,Requisition: 72962,Posting Date: 3/6/2025,"CA-FTThe Art Therapist guides patients to use self-expression and art making to explore loss, promote self-esteem, build autonomy, and cultivate developmentally appropriate coping skills. The Art Therapist has the skill and knowledge to conduct thorough assessments and implement developmentally and psychosocially appropriate art therapy ...",https://careerspub.universityofcalifornia.edu/psc/ucdmed/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&JobOpeningId=72962&PostingSeq=1&SiteId=5&languageCd=ENG&FOCUS=Applicant,13:40:56
